,address,country,detailedType.subTypology,detailedType.typology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,price,priceByArea,propertyCode,propertyType,province,showAddress,suggestedTexts.subtitle,suggestedTexts.title,thumbnail,url
411,"calle d'esteve terradas, 17",es,,garage,4062,Gràcia,False,PLAZA MOTO 2 SOTANO F,,False,False,False,False,False,41.4128652,2.141742,Barcelona,Vallcarca i els Penitents,False,,7,rent,25.0,,38684224,garage,Barcelona,True,"Vallcarca i els Penitents, Barcelona","Garaje en calle d'esteve terradas, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b2/6d/4f/584977691.jpg,https://www.idealista.com/inmueble/38684224/
412,"calle d'esteve terradas, 17",es,,garage,4062,Gràcia,False,PLAZA MOTO 1 SOTANO B,,False,False,False,False,False,41.4128652,2.141742,Barcelona,Vallcarca i els Penitents,False,,7,rent,25.0,,38684236,garage,Barcelona,True,"Vallcarca i els Penitents, Barcelona","Garaje en calle d'esteve terradas, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/63/5e/01/584977656.jpg,https://www.idealista.com/inmueble/38684236/
413,"calle d'esteve terradas, 17",es,,garage,4062,Gràcia,False,PLAZA MOTO 3 SOTANO B,,False,False,False,False,False,41.4128652,2.141742,Barcelona,Vallcarca i els Penitents,False,,7,rent,25.0,,38684241,garage,Barcelona,True,"Vallcarca i els Penitents, Barcelona","Garaje en calle d'esteve terradas, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/9b/0e/584977670.jpg,https://www.idealista.com/inmueble/38684241/
414,"calle d'esteve terradas, 17",es,,garage,4062,Gràcia,False,PLAZA MOTO 2 SOTANO B,,False,False,False,False,False,41.4128652,2.141742,Barcelona,Vallcarca i els Penitents,False,,7,rent,25.0,,38684238,garage,Barcelona,True,"Vallcarca i els Penitents, Barcelona","Garaje en calle d'esteve terradas, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/16/5b/584977663.jpg,https://www.idealista.com/inmueble/38684238/
415,"calle d'esteve terradas, 17",es,,garage,4062,Gràcia,False,PLAZA 29  Y TRASTERO 6 SOTANO B,,False,False,False,False,False,41.4128652,2.141742,Barcelona,Vallcarca i els Penitents,False,,7,rent,113.0,,38684253,garage,Barcelona,True,"Vallcarca i els Penitents, Barcelona","Garaje en calle d'esteve terradas, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/5c/95/584977712.jpg,https://www.idealista.com/inmueble/38684253/
416,"calle d'esteve terradas, 17",es,,garage,4062,Gràcia,False,PLAZA MOTO 68-2 SOTANO E,,False,False,False,False,False,41.4128652,2.141742,Barcelona,Vallcarca i els Penitents,False,,7,rent,25.0,,38684271,garage,Barcelona,True,"Vallcarca i els Penitents, Barcelona","Garaje en calle d'esteve terradas, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/a2/8b/584977634.jpg,https://www.idealista.com/inmueble/38684271/
417,"calle del císter, 10",es,,garage,4288,Sarrià-Sant Gervasi,False,PLAZA 63 SOTANO C,,False,False,False,False,False,41.4103851,2.1345815,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,124.0,,38681954,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle del císter, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/42/70/584976397.jpg,https://www.idealista.com/inmueble/38681954/
418,"calle del císter, 10",es,,garage,4288,Sarrià-Sant Gervasi,False,PLAZA 36 SOTANO C,,False,False,False,False,False,41.4103851,2.1345815,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,124.0,,38681950,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle del císter, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/3b/40/584976418.jpg,https://www.idealista.com/inmueble/38681950/
419,"calle del císter, 10",es,,garage,4288,Sarrià-Sant Gervasi,False,PLAZA MOTO 1 SOTANO E (PZA 56),,False,False,False,False,False,41.4103851,2.1345815,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,36.0,,38681944,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle del císter, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/b9/41/584976446.jpg,https://www.idealista.com/inmueble/38681944/
420,"calle del císter, 10",es,,garage,4288,Sarrià-Sant Gervasi,False,PLAZA 64 SOTANO C,,False,False,False,False,False,41.4103851,2.1345815,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,124.0,,38681941,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle del císter, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1d/62/f8/584976382.jpg,https://www.idealista.com/inmueble/38681941/
421,"calle del císter, 10",es,,garage,4288,Sarrià-Sant Gervasi,False,BICI 3,,False,False,False,False,False,41.4103851,2.1345815,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,14.0,,38681937,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle del císter, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/e9/fd/584976346.jpg,https://www.idealista.com/inmueble/38681937/
422,"calle del císter, 10",es,,garage,4288,Sarrià-Sant Gervasi,False,BICI 4,,False,False,False,False,False,41.4103851,2.1345815,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,14.0,,38681938,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle del císter, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/60/82/584976353.jpg,https://www.idealista.com/inmueble/38681938/
423,"calle del císter, 10",es,,garage,4288,Sarrià-Sant Gervasi,False,BICI 5,,False,False,False,False,False,41.4103851,2.1345815,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,14.0,,38681939,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle del císter, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/66/39/584976360.jpg,https://www.idealista.com/inmueble/38681939/
424,"calle del císter, 10",es,,garage,4288,Sarrià-Sant Gervasi,False,BICI 6,,False,False,False,False,False,41.4103851,2.1345815,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,14.0,,38681940,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle del císter, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/be/15/584976367.jpg,https://www.idealista.com/inmueble/38681940/
425,"casa nova, 17",es,compactCar,garage,6484,Centre,False,L-7054,,False,False,False,False,False,41.3606521,2.1028429,Hospitalet de Llobregat,Centre,False,,12,rent,68.0,,32017745,garage,Barcelona,True,"Centre, Hospitalet de Llobregat","Garaje en casa nova, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/c7/bf/125241304.jpg,https://www.idealista.com/inmueble/32017745/
426,"rambla de badal, 37 -39",es,compactCar,garage,3874,Sants-Montjuïc,False,,,False,False,False,False,False,41.3670254,2.1336982,Barcelona,La Bordeta,False,,2,rent,65.0,,31961082,garage,Barcelona,True,"La Bordeta, Barcelona","Garaje en rambla de badal, 37 -39",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/ee/70/124392723.jpg,https://www.idealista.com/inmueble/31961082/
427,"calle Ausias March, 86",es,compactCar,garage,1261,Eixample,False,Ausias March 86,,False,False,True,False,False,41.3950357,2.180704,Barcelona,El Fort Pienc,False,,8,rent,85.0,,25639974,garage,Barcelona,True,"El Fort Pienc, Barcelona","Garaje en calle Ausias March, 86",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/73/7f/80933963.jpg,https://www.idealista.com/inmueble/25639974/
428,"calle la Creu, 118",es,motorcycle,garage,8574,,False,,,False,False,False,True,False,41.3805959,2.070794,Sant Just Desvern,,False,,2,rent,25.0,,28066321,garage,Barcelona,True,Sant Just Desvern,"Garaje en calle la Creu, 118",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/5d/51/64394411.jpg,https://www.idealista.com/inmueble/28066321/
429,"calle Molines, 13",es,compactCar,garage,6778,Centre,False,,,False,False,False,False,False,41.3616501,2.0984108,Hospitalet de Llobregat,Centre,False,,2,rent,90.0,,27925900,garage,Barcelona,True,"Centre, Hospitalet de Llobregat","Garaje en calle Molines, 13",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/89/a2/62379695.jpg,https://www.idealista.com/inmueble/27925900/
430,"calle Malats, 22",es,compactCar,garage,5842,Sant Andreu,False,086/V,,False,False,False,False,False,41.4361216,2.190136,Barcelona,Sant Andreu,False,,1,rent,70.0,,26359195,garage,Barcelona,True,"Sant Andreu, Barcelona","Garaje en calle Malats, 22",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/59/83/53656003.jpg,https://www.idealista.com/inmueble/26359195/
431,"calle Mallorca, 410",es,motorcycle,garage,2007,Eixample,False,,,False,False,False,False,False,41.403112,2.1750307,Barcelona,La Sagrada Família,False,,2,rent,40.0,,2381077,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle Mallorca, 410",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/ac/d7/4579053.jpg,https://www.idealista.com/inmueble/2381077/
432,"calle de Portolà, 20",es,sedanCar,garage,3899,Sarrià-Sant Gervasi,False,,,False,False,True,False,False,41.4110405,2.1419362,Barcelona,El Putxet i el Farró,False,,4,rent,120.0,5.0,82576352,garage,Barcelona,True,"El Putxet i el Farró, Barcelona","Garaje en calle de Portolà, 20",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/d6/b9/600513220.jpg,https://www.idealista.com/inmueble/82576352/
433,"calle de Salvador Espriu, 95",es,sedanCar,garage,2533,Sant Martí,False,,,False,False,False,False,False,41.3931227,2.2018257,Barcelona,La Vila Olímpica del Poblenou,False,,6,rent,90.0,,35394708,garage,Barcelona,True,"La Vila Olímpica del Poblenou, Barcelona","Garaje en calle de Salvador Espriu, 95",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/96/da/606068854.jpg,https://www.idealista.com/inmueble/35394708/
434,"LLUIS MARIA VIDAL, 97",es,compactCar,garage,4274,Horta Guinardó,False,100LMV,,False,False,False,False,False,41.4217316,2.1578598,Barcelona,El Carmel,False,,3,rent,65.0,7.0,82742341,garage,Barcelona,True,"El Carmel, Barcelona","Garaje en LLUIS MARIA VIDAL, 97",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/ff/2e/5c/603826362.jpg,https://www.idealista.com/inmueble/82742341/
435,"calle Còrsega, Barcelona, 675",es,sedanCar,garage,2978,Sant Martí,False,,,False,False,False,False,False,41.4115384,2.1791126,Barcelona,El Camp de l'Arpa del Clot,False,,1,rent,100.0,,82656849,garage,Barcelona,True,"El Camp de l'Arpa del Clot, Barcelona","Garaje en calle Còrsega, Barcelona, 675",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/64/96/602109418.jpg,https://www.idealista.com/inmueble/82656849/
436,calle de l'Escorial,es,sedanCar,garage,2773,Gràcia,False,"c/ Escorial, plaza 84",,False,False,False,False,False,41.4084229,2.1615964,Barcelona,El Camp d'En Grassot i Gràcia Nova,False,,3,rent,125.0,13.0,82590211,garage,Barcelona,False,"El Camp d'En Grassot i Gràcia Nova, Barcelona",Garaje en calle de l'Escorial,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/56/e8/600810006.jpg,https://www.idealista.com/inmueble/82590211/
437,"calle de Buscarons, Barcelona, 16",es,sedanCar,garage,3785,Sarrià-Sant Gervasi,False,,,False,False,False,False,False,41.4065455,2.1381497,Barcelona,Sant Gervasi - La Bonanova,False,,2,rent,100.0,,82581856,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle de Buscarons, Barcelona, 16",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/12/77/600651444.jpg,https://www.idealista.com/inmueble/82581856/
438,"calle de Leiva, 1",es,,garage,3008,Sants-Montjuïc,False,PLAZA MOTO 3 SOTANO A,,False,False,False,False,False,41.3738588,2.1405978,Barcelona,Sants,False,,2,rent,29.0,,82569841,garage,Barcelona,True,"Sants, Barcelona","Garaje en calle de Leiva, 1",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/97/88/600406688.jpg,https://www.idealista.com/inmueble/82569841/
439,calle del Guinardó,es,carAndMotorcycle,garage,3382,Sant Andreu,False,7415,,False,False,False,False,False,41.4147091,2.1827299,Barcelona,Navas,False,,3,rent,160.0,8.0,82565400,garage,Barcelona,False,"Navas, Barcelona",Garaje en calle del Guinardó,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/fd/e4/600323957.jpg,https://www.idealista.com/inmueble/82565400/
440,"calle de sabino arana, 58",es,carAndMotorcycle,garage,4128,Les Corts,False,,,False,False,True,False,False,41.3866935,2.1239576,Barcelona,La Maternitat i Sant Ramon,False,,4,rent,160.0,8.0,33007305,garage,Barcelona,True,"La Maternitat i Sant Ramon, Barcelona","Garaje en calle de sabino arana, 58",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/30/5a/140676640.jpg,https://www.idealista.com/inmueble/33007305/
441,"avenida de Josep Tarradellas, 35 -45",es,sedanCar,garage,2608,Sants-Montjuïc,False,,,False,False,False,False,True,41.3834058,2.1422164,Barcelona,Sants,False,,4,rent,98.0,8.0,40433253,garage,Barcelona,True,"Sants, Barcelona","Garaje en avenida de Josep Tarradellas, 35 -45",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/38/19/280316406.jpg,https://www.idealista.com/inmueble/40433253/
442,calle de Copèrnic,es,sedanCar,garage,3302,Sarrià-Sant Gervasi,False,5675,,False,False,False,False,False,41.4020654,2.1409034,Barcelona,Sant Gervasi - Galvany,False,,11,rent,145.0,11.0,82029547,garage,Barcelona,False,"Sant Gervasi - Galvany, Barcelona",Garaje en calle de Copèrnic,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/53/bd/592903667.jpg,https://www.idealista.com/inmueble/82029547/
443,"calle de Rocafort, 176",es,sedanCar,garage,2144,Eixample,False,,,False,False,False,False,False,41.3836044,2.1477766,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,55.0,6.0,81620821,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de Rocafort, 176",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/7d/f5/586796625.jpg,https://www.idealista.com/inmueble/81620821/
444,"calle de Rocafort, 176",es,sedanCar,garage,2144,Eixample,False,,,False,False,False,False,False,41.3836044,2.1477766,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,55.0,6.0,81620789,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de Rocafort, 176",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/d0/d5/587460836.jpg,https://www.idealista.com/inmueble/81620789/
445,"calle Casanova, 25",es,motorcycle,garage,1003,Eixample,False,,,False,False,False,False,False,41.3831099,2.1616712,Barcelona,Sant Antoni,False,,4,rent,40.0,,27295948,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en calle Casanova, 25",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d3/7b/31/53512944.jpg,https://www.idealista.com/inmueble/27295948/
446,calle de Casp,es,sedanCar,garage,1237,Eixample,False,5384,,False,False,False,False,False,41.3959299,2.1768431,Barcelona,El Fort Pienc,False,,7,rent,90.0,8.0,40205612,garage,Barcelona,False,"El Fort Pienc, Barcelona",Garaje en calle de Casp,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/b6/38/275864519.jpg,https://www.idealista.com/inmueble/40205612/
447,calle de Béjar,es,compactCar,garage,2426,Sants-Montjuïc,False,11807-OB_A,,False,False,,False,False,41.3750123,2.1476029,Barcelona,Hostafrancs,False,,15,rent,70.0,12.0,39487566,garage,Barcelona,False,"Hostafrancs, Barcelona",Garaje en calle de Béjar,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/3d/4a/260803344.jpg,https://www.idealista.com/inmueble/39487566/
448,calle de Béjar,es,compactCar,garage,2432,Sants-Montjuïc,False,11806-OB_A,,False,False,,False,False,41.3763123,2.1467029,Barcelona,Hostafrancs,False,,14,rent,70.0,10.0,39473006,garage,Barcelona,False,"Hostafrancs, Barcelona",Garaje en calle de Béjar,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/a2/51/260529897.jpg,https://www.idealista.com/inmueble/39473006/
449,"avenida pau casals, 121",es,motorcycle,garage,6314,Centre,False,,,False,False,False,True,False,41.354914,2.109306,Hospitalet de Llobregat,Carretera del Mig,False,,1,rent,28.0,,81291156,garage,Barcelona,True,"Carretera del Mig, Hospitalet de Llobregat","Garaje en avenida pau casals, 121",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/88/48/575533129.jpg,https://www.idealista.com/inmueble/81291156/
450,"marina, 245",es,sedanCar,garage,2019,Eixample,False,parking marina 245,,False,False,False,False,False,41.4031583,2.1760047,Barcelona,La Sagrada Família,False,,6,rent,125.0,10.0,82757710,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en marina, 245",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/ef/be/604275953.jpg,https://www.idealista.com/inmueble/82757710/
451,ribatallada,es,sedanCar,garage,11997,Eixample,False,PR PK 017,,False,False,True,False,False,41.4683322,2.0818298,Sant Cugat del Vallès,,False,,2,rent,120.0,10.0,82742531,garage,Barcelona,False,"Eixample, Sant Cugat del Vallès",Garaje en ribatallada,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/4b/d3/603829907.jpg,https://www.idealista.com/inmueble/82742531/
452,"gran Via de les Corts Catalanes, Barcelona, 149",es,sedanCar,garage,3695,Sants-Montjuïc,False,A-9801J,,False,False,True,False,False,41.3663008,2.1368725,Barcelona,La Bordeta,False,,4,rent,100.0,9.0,82737913,garage,Barcelona,True,"La Bordeta, Barcelona","Garaje en gran Via de les Corts Catalanes, Barcelona, 149",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/a6/39/603743906.jpg,https://www.idealista.com/inmueble/82737913/
453,"paseo de Maragall, Barcelona",es,compactCar,garage,4415,Nou Barris,False,parkingAroa,,False,False,False,False,False,41.4248091,2.1732371,Barcelona,Vilapicina i la Torre Llobeta,False,,7,rent,90.0,13.0,82680793,garage,Barcelona,False,"Vilapicina i la Torre Llobeta, Barcelona","Garaje en paseo de Maragall, Barcelona",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/c7/ea/602569889.jpg,https://www.idealista.com/inmueble/82680793/
454,barrio El Baix Guinardó,es,,garage,2921,Horta Guinardó,False,G-22,,False,False,,True,False,41.4107884,2.1660688,Barcelona,El Baix Guinardó,False,,1,rent,120.0,,82612886,garage,Barcelona,False,"El Baix Guinardó, Barcelona",Garaje,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/dc/e5/601286777.jpg,https://www.idealista.com/inmueble/82612886/
455,"calle de Folgueroles, 42",es,compactCar,garage,3927,Sarrià-Sant Gervasi,False,,,False,False,False,True,False,41.4074938,2.1369803,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,115.0,14.0,82544593,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle de Folgueroles, 42",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/54/67/99/599896260.jpg,https://www.idealista.com/inmueble/82544593/
456,calle d'Entença,es,sedanCar,garage,1929,Eixample,False,3662,,False,False,False,False,False,41.3815804,2.1507557,Barcelona,La Nova Esquerra de l'Eixample,False,,2,rent,139.0,13.0,82425106,garage,Barcelona,False,"La Nova Esquerra de l'Eixample, Barcelona",Garaje en calle d'Entença,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/29/dd/597852052.jpg,https://www.idealista.com/inmueble/82425106/
457,calle de Béjar,es,compactCar,garage,2419,Sants-Montjuïc,False,12072-OB_A,,False,False,,False,False,41.3753123,2.1475029,Barcelona,Hostafrancs,False,,2,rent,85.0,11.0,82398431,garage,Barcelona,False,"Hostafrancs, Barcelona",Garaje en calle de Béjar,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/c5/ac/597341503.jpg,https://www.idealista.com/inmueble/82398431/
458,"calle demestre, 11",es,compactCar,garage,4189,Sarrià-Sant Gervasi,False,Demestre.,,False,False,True,False,False,41.3984858,2.1264478,Barcelona,Les Tres Torres,False,,12,rent,73.0,,32799382,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en calle demestre, 11",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/56/27/a1/201446635.jpg,https://www.idealista.com/inmueble/32799382/
459,calle de Joan Miró,es,carAndMotorcycle,garage,1817,Sant Martí,False,ITap4506,bj,False,False,False,False,False,41.3921962,2.1930297,Barcelona,La Vila Olímpica del Poblenou,False,,2,rent,75.0,5.0,37123083,garage,Barcelona,False,"La Vila Olímpica del Poblenou, Barcelona",Garaje en calle de Joan Miró,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/e0/27/584588079.jpg,https://www.idealista.com/inmueble/37123083/
